timestamp,machine_id,temperature,vibration,pressure,rpm,maintenance_notes,failure_label
2026-08-03 17:30:00,MCH-101,74.25,4.14,104.63,1445.39,Routine check completed. Parameters normal.,0
2026-08-03 17:45:00,MCH-101,86.46,5.03,125.53,2052.38,Elevated sensor readings observed.,0
2026-08-03 18:00:00,MCH-103,63.17,2.62,103.61,1618.85,Routine check completed. Parameters normal.,0
2026-08-03 18:15:00,MCH-102,81.05,6.67,139.03,1669.25,Elevated sensor readings observed.,0
2026-08-03 18:30:00,MCH-104,68.64,4.38,108.48,1680.87,Routine check completed. Parameters normal.,0
2026-08-03 18:45:00,MCH-104,65.49,6.18,73.59,2074.89,Critical anomaly detected! Maintenance needed.,1
2026-08-03 19:00:00,MCH-103,73.72,5.01,111.3,1372.87,Routine check completed. Parameters normal.,0
2026-08-03 19:15:00,MCH-103,62.58,5.19,105.72,2427.55,Routine check completed. Parameters normal.,0
2026-08-03 19:30:00,MCH-102,68.36,5.35,119.35,2011.21,Routine check completed. Parameters normal.,0
2026-08-03 19:45:00,MCH-104,60.63,5.17,110.1,1844.65,Routine check completed. Parameters normal.,0
2026-08-03 20:00:00,MCH-104,98.58,5.46,97.92,1789.02,Critical anomaly detected! Maintenance needed.,1
2026-08-03 20:15:00,MCH-104,75.42,6.49,81.64,1857.11,Elevated sensor readings observed.,0
2026-08-03 20:30:00,MCH-101,66.6,4.79,96.86,1904.22,Routine check completed. Parameters normal.,0
2026-08-03 20:45:00,MCH-104,77.57,5.56,87.24,1929.04,Routine check completed. Parameters normal.,0
2026-08-03 21:00:00,MCH-101,73.65,4.37,91.29,1911.12,Routine check completed. Parameters normal.,0
2026-08-03 21:15:00,MCH-102,72.35,6.66,108.83,1817.92,Elevated sensor readings observed.,0
2026-08-03 21:30:00,MCH-101,82.37,3.49,125.05,1760.53,Routine check completed. Parameters normal.,0
2026-08-03 21:45:00,MCH-102,84.09,7.2,105.92,1769.75,Critical anomaly detected! Maintenance needed.,1
2026-08-03 22:00:00,MCH-104,68.63,4.44,82.06,1761.02,Routine check completed. Parameters normal.,0
2026-08-03 22:15:00,MCH-104,68.09,2.35,106.67,2026.75,Routine check completed. Parameters normal.,0
2026-08-03 22:30:00,MCH-102,71.7,4.69,117.95,1918.71,Routine check completed. Parameters normal.,0
2026-08-03 22:45:00,MCH-103,47.38,3.48,90.85,1211.92,Routine check completed. Parameters normal.,0
2026-08-03 23:00:00,MCH-102,56.82,5.76,97.99,1931.18,Routine check completed. Parameters normal.,0
2026-08-03 23:15:00,MCH-103,91.4,3.52,100.22,1838.95,Elevated sensor readings observed.,0
2026-08-03 23:30:00,MCH-101,94.74,3.83,88.23,1796.26,Critical anomaly detected! Maintenance needed.,1
2026-08-03 23:45:00,MCH-101,72.01,1.67,109.72,1722.3,Routine check completed. Parameters normal.,0
2026-08-04 00:00:00,MCH-101,81.92,3.82,98.19,2024.82,Routine check completed. Parameters normal.,0
2026-08-04 00:15:00,MCH-104,78.74,0.86,106.29,1989.51,Routine check completed. Parameters normal.,0
2026-08-04 00:30:00,MCH-101,111.95,2.12,86.69,1645.42,Critical anomaly detected! Maintenance needed.,1
2026-08-04 00:45:00,MCH-103,88.43,5.64,93.44,1881.41,Elevated sensor readings observed.,0
2026-08-04 01:00:00,MCH-101,73.46,5.68,110.84,1605.67,Routine check completed. Parameters normal.,0
2026-08-04 01:15:00,MCH-102,63.53,5.14,94.41,1524.08,Routine check completed. Parameters normal.,0
2026-08-04 01:30:00,MCH-102,55.72,3.05,125.9,1674.66,Routine check completed. Parameters normal.,0
2026-08-04 01:45:00,MCH-104,77.44,4.43,94.01,1972.48,Routine check completed. Parameters normal.,0
2026-08-04 02:00:00,MCH-102,65.92,4.49,103.37,1990.63,Routine check completed. Parameters normal.,0
2026-08-04 02:15:00,MCH-103,57.93,2.76,113.99,1902.62,Routine check completed. Parameters normal.,0
2026-08-04 02:30:00,MCH-101,67.24,6.76,78.72,1945.02,Elevated sensor readings observed.,0
2026-08-04 02:45:00,MCH-104,62.02,5.82,73.59,1903.24,Critical anomaly detected! Maintenance needed.,1
2026-08-04 03:00:00,MCH-101,95.25,4.17,77.12,1671.7,Critical anomaly detected! Maintenance needed.,1
2026-08-04 03:15:00,MCH-101,85.58,4.54,118.94,1886.38,Elevated sensor readings observed.,0
2026-08-04 03:30:00,MCH-103,74.9,4.81,91.72,1960.08,Routine check completed. Parameters normal.,0
2026-08-04 03:45:00,MCH-102,92.76,1.44,138.37,1950.86,Critical anomaly detected! Maintenance needed.,1
2026-08-04 04:00:00,MCH-102,75.93,4.13,91.54,2037.78,Routine check completed. Parameters normal.,0
2026-08-04 04:15:00,MCH-101,64.66,3.48,102.77,1941.66,Routine check completed. Parameters normal.,0
2026-08-04 04:30:00,MCH-104,93.28,3.0,123.13,1870.29,Critical anomaly detected! Maintenance needed.,1
2026-08-04 04:45:00,MCH-102,81.47,4.08,130.09,2014.03,Routine check completed. Parameters normal.,0
2026-08-04 05:00:00,MCH-104,62.55,7.2,130.92,1794.7,Elevated sensor readings observed.,0
2026-08-04 05:15:00,MCH-102,72.72,5.46,118.13,1623.63,Routine check completed. Parameters normal.,0
2026-08-04 05:30:00,MCH-104,64.49,3.64,115.36,1767.39,Routine check completed. Parameters normal.,0
2026-08-04 05:45:00,MCH-103,58.41,5.36,108.89,1651.02,Routine check completed. Parameters normal.,0
2026-08-04 06:00:00,MCH-104,86.11,6.6,111.68,1664.96,Elevated sensor readings observed.,0
2026-08-04 06:15:00,MCH-103,97.91,5.89,91.73,1771.1,Critical anomaly detected! Maintenance needed.,1
2026-08-04 06:30:00,MCH-103,58.22,4.59,87.73,1641.52,Routine check completed. Parameters normal.,0
2026-08-04 06:45:00,MCH-104,81.76,3.53,99.95,1738.41,Routine check completed. Parameters normal.,0
2026-08-04 07:00:00,MCH-103,67.19,5.55,97.45,1421.28,Routine check completed. Parameters normal.,0
2026-08-04 07:15:00,MCH-101,69.15,5.09,93.2,1842.66,Routine check completed. Parameters normal.,0
2026-08-04 07:30:00,MCH-103,67.89,5.84,110.45,1800.24,Elevated sensor readings observed.,0
2026-08-04 07:45:00,MCH-102,64.63,5.45,114.33,1636.58,Routine check completed. Parameters normal.,0
2026-08-04 08:00:00,MCH-104,75.58,6.07,101.33,1931.85,Elevated sensor readings observed.,0
2026-08-04 08:15:00,MCH-101,65.03,3.7,122.16,1987.51,Routine check completed. Parameters normal.,0
2026-08-04 08:30:00,MCH-104,78.25,6.48,82.87,1478.49,Elevated sensor readings observed.,0
2026-08-04 08:45:00,MCH-102,74.4,4.8,97.1,1647.46,Routine check completed. Parameters normal.,0
2026-08-04 09:00:00,MCH-102,72.13,7.61,89.25,1646.17,Critical anomaly detected! Maintenance needed.,1
2026-08-04 09:15:00,MCH-102,64.11,3.47,72.0,1612.02,Critical anomaly detected! Maintenance needed.,1
2026-08-04 09:30:00,MCH-103,68.08,7.1,98.76,1965.89,Elevated sensor readings observed.,0
2026-08-04 09:45:00,MCH-103,84.06,4.8,98.17,1761.23,Elevated sensor readings observed.,0
2026-08-04 10:00:00,MCH-104,81.01,3.52,122.7,1747.1,Routine check completed. Parameters normal.,0
2026-08-04 10:15:00,MCH-104,63.27,3.77,109.46,1399.23,Routine check completed. Parameters normal.,0
2026-08-04 10:30:00,MCH-101,76.19,4.02,84.64,1927.08,Routine check completed. Parameters normal.,0
2026-08-04 10:45:00,MCH-101,84.02,5.14,127.81,1552.15,Elevated sensor readings observed.,0
2026-08-04 11:00:00,MCH-104,54.97,5.28,118.32,1811.99,Routine check completed. Parameters normal.,0
2026-08-04 11:15:00,MCH-103,81.52,3.64,108.73,1855.48,Routine check completed. Parameters normal.,0
2026-08-04 11:30:00,MCH-102,67.05,4.46,96.6,2072.13,Routine check completed. Parameters normal.,0
2026-08-04 11:45:00,MCH-104,81.85,7.71,85.61,1538.24,Critical anomaly detected! Maintenance needed.,1
2026-08-04 12:00:00,MCH-101,65.84,7.09,94.42,1196.1,Elevated sensor readings observed.,0
2026-08-04 12:15:00,MCH-103,53.34,5.15,116.33,1836.77,Routine check completed. Parameters normal.,0
2026-08-04 12:30:00,MCH-104,55.47,4.56,128.27,2160.1,Routine check completed. Parameters normal.,0
2026-08-04 12:45:00,MCH-104,75.58,4.68,123.15,2047.79,Routine check completed. Parameters normal.,0
2026-08-04 13:00:00,MCH-103,78.12,5.42,92.67,1841.93,Routine check completed. Parameters normal.,0
2026-08-04 13:15:00,MCH-104,64.15,2.97,83.21,1701.67,Routine check completed. Parameters normal.,0
2026-08-04 13:30:00,MCH-103,82.66,4.11,102.11,1961.42,Routine check completed. Parameters normal.,0
2026-08-04 13:45:00,MCH-102,55.06,2.0,73.47,1605.29,Critical anomaly detected! Maintenance needed.,1
2026-08-04 14:00:00,MCH-103,74.21,5.1,104.85,1895.27,Routine check completed. Parameters normal.,0
2026-08-04 14:15:00,MCH-103,60.47,5.47,97.79,1901.09,Routine check completed. Parameters normal.,0
2026-08-04 14:30:00,MCH-103,67.18,3.78,93.01,2012.04,Routine check completed. Parameters normal.,0
2026-08-04 14:45:00,MCH-104,75.57,6.86,76.08,2351.93,Elevated sensor readings observed.,0
2026-08-04 15:00:00,MCH-104,64.68,2.66,107.7,1878.48,Routine check completed. Parameters normal.,0
2026-08-04 15:15:00,MCH-103,70.39,2.3,92.01,1698.21,Routine check completed. Parameters normal.,0
2026-08-04 15:30:00,MCH-104,87.08,4.84,82.45,1794.89,Elevated sensor readings observed.,0
2026-08-04 15:45:00,MCH-101,68.08,6.07,56.92,1446.18,Critical anomaly detected! Maintenance needed.,1
2026-08-04 16:00:00,MCH-101,85.03,7.03,99.59,1661.06,Elevated sensor readings observed.,0
2026-08-04 16:15:00,MCH-104,61.44,3.81,126.58,1718.14,Routine check completed. Parameters normal.,0
2026-08-04 16:30:00,MCH-104,81.36,6.12,124.92,1695.18,Elevated sensor readings observed.,0
2026-08-04 16:45:00,MCH-103,92.3,4.44,93.14,1830.47,Critical anomaly detected! Maintenance needed.,1
2026-08-04 17:00:00,MCH-102,45.34,4.24,90.97,1635.52,Routine check completed. Parameters normal.,0
2026-08-04 17:15:00,MCH-104,65.44,5.83,107.03,2024.21,Elevated sensor readings observed.,0
2026-08-04 17:30:00,MCH-101,81.92,5.48,85.02,1800.04,Routine check completed. Parameters normal.,0
2026-08-04 17:45:00,MCH-103,72.56,2.14,104.53,1798.14,Routine check completed. Parameters normal.,0
2026-08-04 18:00:00,MCH-104,79.45,6.71,111.49,1734.42,Elevated sensor readings observed.,0
2026-08-04 18:15:00,MCH-101,67.75,6.57,118.4,1831.04,Elevated sensor readings observed.,0
2026-08-04 18:30:00,MCH-101,76.04,3.56,98.5,1965.02,Routine check completed. Parameters normal.,0
2026-08-04 18:45:00,MCH-102,73.13,5.09,96.94,1626.57,Routine check completed. Parameters normal.,0
2026-08-04 19:00:00,MCH-103,89.01,5.24,86.83,1668.38,Elevated sensor readings observed.,0
2026-08-04 19:15:00,MCH-103,78.05,4.89,87.6,1739.25,Routine check completed. Parameters normal.,0
2026-08-04 19:30:00,MCH-102,79.05,3.67,96.6,1530.83,Routine check completed. Parameters normal.,0
2026-08-04 19:45:00,MCH-102,70.06,3.49,105.51,1636.15,Routine check completed. Parameters normal.,0
2026-08-04 20:00:00,MCH-103,69.15,4.46,113.7,1704.76,Routine check completed. Parameters normal.,0
2026-08-04 20:15:00,MCH-103,69.81,6.26,87.95,1974.88,Elevated sensor readings observed.,0
2026-08-04 20:30:00,MCH-104,79.73,5.32,122.39,1852.51,Routine check completed. Parameters normal.,0
2026-08-04 20:45:00,MCH-104,69.95,3.94,95.93,1838.72,Routine check completed. Parameters normal.,0
2026-08-04 21:00:00,MCH-102,78.48,5.66,99.68,1970.18,Routine check completed. Parameters normal.,0
2026-08-04 21:15:00,MCH-104,99.9,0.23,88.79,1772.53,Critical anomaly detected! Maintenance needed.,1
2026-08-04 21:30:00,MCH-101,85.45,6.22,63.64,1878.09,Critical anomaly detected! Maintenance needed.,1
2026-08-04 21:45:00,MCH-104,71.09,1.89,113.26,1779.36,Routine check completed. Parameters normal.,0
2026-08-04 22:00:00,MCH-104,89.41,3.96,111.05,1853.07,Elevated sensor readings observed.,0
2026-08-04 22:15:00,MCH-101,70.1,2.82,95.78,1683.45,Routine check completed. Parameters normal.,0
2026-08-04 22:30:00,MCH-102,50.54,2.56,101.0,1312.24,Routine check completed. Parameters normal.,0
2026-08-04 22:45:00,MCH-101,62.9,6.24,107.74,1773.14,Elevated sensor readings observed.,0
2026-08-04 23:00:00,MCH-104,52.55,3.8,76.56,2084.55,Routine check completed. Parameters normal.,0
2026-08-04 23:15:00,MCH-102,70.78,5.02,92.06,1985.24,Routine check completed. Parameters normal.,0
2026-08-04 23:30:00,MCH-104,75.22,4.43,111.91,1993.08,Routine check completed. Parameters normal.,0
2026-08-04 23:45:00,MCH-101,95.12,5.22,81.19,2047.23,Critical anomaly detected! Maintenance needed.,1
2026-08-05 00:00:00,MCH-101,78.92,4.62,104.4,1817.73,Routine check completed. Parameters normal.,0
2026-08-05 00:15:00,MCH-104,72.37,2.58,79.65,1839.46,Routine check completed. Parameters normal.,0
2026-08-05 00:30:00,MCH-103,84.95,5.99,107.0,1676.47,Elevated sensor readings observed.,0
2026-08-05 00:45:00,MCH-103,48.47,3.76,99.47,1736.79,Routine check completed. Parameters normal.,0
2026-08-05 01:00:00,MCH-101,77.83,2.17,75.77,1923.15,Routine check completed. Parameters normal.,0
2026-08-05 01:15:00,MCH-101,84.25,3.86,117.47,2040.78,Elevated sensor readings observed.,0
2026-08-05 01:30:00,MCH-103,57.26,6.75,88.98,1772.11,Elevated sensor readings observed.,0
2026-08-05 01:45:00,MCH-103,88.73,5.78,87.85,1709.96,Elevated sensor readings observed.,0
2026-08-05 02:00:00,MCH-104,79.06,3.98,103.01,1800.11,Routine check completed. Parameters normal.,0
2026-08-05 02:15:00,MCH-104,70.02,3.98,117.23,1920.24,Routine check completed. Parameters normal.,0
2026-08-05 02:30:00,MCH-103,82.59,4.02,84.76,1511.23,Routine check completed. Parameters normal.,0
2026-08-05 02:45:00,MCH-104,102.25,7.62,100.93,1340.76,Critical anomaly detected! Maintenance needed.,1
2026-08-05 03:00:00,MCH-104,77.18,5.07,106.43,1689.89,Routine check completed. Parameters normal.,0
2026-08-05 03:15:00,MCH-102,77.98,5.15,110.4,1555.86,Routine check completed. Parameters normal.,0
2026-08-05 03:30:00,MCH-104,69.49,6.05,102.65,1698.37,Elevated sensor readings observed.,0
2026-08-05 03:45:00,MCH-101,64.8,4.86,94.49,1770.44,Routine check completed. Parameters normal.,0
2026-08-05 04:00:00,MCH-104,84.96,4.11,87.59,1709.35,Elevated sensor readings observed.,0
2026-08-05 04:15:00,MCH-104,64.73,4.21,101.29,2090.49,Routine check completed. Parameters normal.,0
2026-08-05 04:30:00,MCH-103,75.86,4.39,83.92,1865.35,Routine check completed. Parameters normal.,0
2026-08-05 04:45:00,MCH-101,69.27,4.44,56.18,1860.09,Critical anomaly detected! Maintenance needed.,1
2026-08-05 05:00:00,MCH-104,80.75,5.59,106.55,1924.44,Routine check completed. Parameters normal.,0
2026-08-05 05:15:00,MCH-104,79.0,4.58,113.56,1572.23,Routine check completed. Parameters normal.,0
2026-08-05 05:30:00,MCH-102,87.45,5.6,64.56,2007.82,Critical anomaly detected! Maintenance needed.,1
2026-08-05 05:45:00,MCH-104,68.88,4.38,84.85,1784.85,Routine check completed. Parameters normal.,0
2026-08-05 06:00:00,MCH-104,71.76,4.62,109.29,1934.1,Routine check completed. Parameters normal.,0
2026-08-05 06:15:00,MCH-102,63.25,1.5,130.86,1585.63,Routine check completed. Parameters normal.,0
2026-08-05 06:30:00,MCH-103,69.67,5.87,100.31,1489.25,Elevated sensor readings observed.,0
2026-08-05 06:45:00,MCH-104,79.53,5.02,89.08,1963.58,Routine check completed. Parameters normal.,0
2026-08-05 07:00:00,MCH-102,84.08,6.0,97.26,1875.28,Elevated sensor readings observed.,0
2026-08-05 07:15:00,MCH-101,63.93,0.16,120.62,1619.59,Routine check completed. Parameters normal.,0
2026-08-05 07:30:00,MCH-103,85.44,7.63,90.31,1626.07,Critical anomaly detected! Maintenance needed.,1
2026-08-05 07:45:00,MCH-101,91.27,4.29,88.01,2025.09,Elevated sensor readings observed.,0
2026-08-05 08:00:00,MCH-101,79.96,6.16,92.76,1562.12,Elevated sensor readings observed.,0
2026-08-05 08:15:00,MCH-102,97.52,2.94,85.7,2128.53,Critical anomaly detected! Maintenance needed.,1
2026-08-05 08:30:00,MCH-104,65.71,5.42,101.84,1619.88,Routine check completed. Parameters normal.,0
2026-08-05 08:45:00,MCH-102,60.06,2.92,124.37,1927.68,Routine check completed. Parameters normal.,0
2026-08-05 09:00:00,MCH-102,53.66,3.56,104.85,1734.28,Routine check completed. Parameters normal.,0
2026-08-05 09:15:00,MCH-102,92.95,7.37,96.21,1920.64,Critical anomaly detected! Maintenance needed.,1
2026-08-05 09:30:00,MCH-102,82.85,4.21,95.62,1691.18,Routine check completed. Parameters normal.,0
2026-08-05 09:45:00,MCH-103,74.33,4.83,76.55,1767.44,Routine check completed. Parameters normal.,0
2026-08-05 10:00:00,MCH-104,78.36,5.81,113.25,1808.18,Elevated sensor readings observed.,0
2026-08-05 10:15:00,MCH-101,61.49,5.24,98.83,1599.56,Routine check completed. Parameters normal.,0
2026-08-05 10:30:00,MCH-101,104.35,4.73,97.29,1948.16,Critical anomaly detected! Maintenance needed.,1
2026-08-05 10:45:00,MCH-104,76.55,5.05,147.9,1697.36,Routine check completed. Parameters normal.,0
2026-08-05 11:00:00,MCH-101,76.31,8.11,104.48,1754.28,Critical anomaly detected! Maintenance needed.,1
2026-08-05 11:15:00,MCH-104,83.71,4.41,88.72,1601.13,Elevated sensor readings observed.,0
2026-08-05 11:30:00,MCH-101,80.77,4.8,93.6,1287.53,Routine check completed. Parameters normal.,0
2026-08-05 11:45:00,MCH-102,77.69,6.08,117.23,1761.79,Elevated sensor readings observed.,0
2026-08-05 12:00:00,MCH-101,65.51,6.16,101.7,2282.52,Elevated sensor readings observed.,0
2026-08-05 12:15:00,MCH-104,80.66,6.28,78.43,1956.92,Elevated sensor readings observed.,0
2026-08-05 12:30:00,MCH-104,97.58,5.46,113.79,1796.15,Critical anomaly detected! Maintenance needed.,1
2026-08-05 12:45:00,MCH-104,91.15,2.79,89.98,1747.42,Elevated sensor readings observed.,0
2026-08-05 13:00:00,MCH-104,94.12,6.95,128.1,1804.49,Critical anomaly detected! Maintenance needed.,1
2026-08-05 13:15:00,MCH-104,68.87,2.78,116.2,1909.42,Routine check completed. Parameters normal.,0
2026-08-05 13:30:00,MCH-103,63.12,4.95,93.29,1563.84,Routine check completed. Parameters normal.,0
2026-08-05 13:45:00,MCH-103,73.49,3.37,119.22,2022.86,Routine check completed. Parameters normal.,0
2026-08-05 14:00:00,MCH-101,75.67,4.4,101.02,1943.08,Routine check completed. Parameters normal.,0
2026-08-05 14:15:00,MCH-104,88.13,4.99,112.79,1943.64,Elevated sensor readings observed.,0
2026-08-05 14:30:00,MCH-101,54.69,4.98,107.27,1887.7,Routine check completed. Parameters normal.,0
2026-08-05 14:45:00,MCH-104,93.35,5.13,87.3,1803.92,Critical anomaly detected! Maintenance needed.,1
2026-08-05 15:00:00,MCH-104,73.1,6.92,90.35,1934.57,Elevated sensor readings observed.,0
2026-08-05 15:15:00,MCH-103,69.88,5.18,115.45,1918.36,Routine check completed. Parameters normal.,0
2026-08-05 15:30:00,MCH-103,62.85,4.13,94.98,1729.19,Routine check completed. Parameters normal.,0
2026-08-05 15:45:00,MCH-102,55.14,5.95,93.95,1685.28,Elevated sensor readings observed.,0
2026-08-05 16:00:00,MCH-103,84.88,6.28,85.67,1820.37,Elevated sensor readings observed.,0
2026-08-05 16:15:00,MCH-102,75.88,2.66,106.35,2109.8,Routine check completed. Parameters normal.,0
2026-08-05 16:30:00,MCH-102,59.52,5.4,130.94,1552.18,Routine check completed. Parameters normal.,0
2026-08-05 16:45:00,MCH-102,59.46,5.55,83.99,1506.49,Routine check completed. Parameters normal.,0
2026-08-05 17:00:00,MCH-102,70.97,4.05,100.36,1832.95,Routine check completed. Parameters normal.,0
2026-08-05 17:15:00,MCH-102,95.03,6.56,121.18,1810.18,Critical anomaly detected! Maintenance needed.,1
2026-08-05 17:30:00,MCH-101,71.88,4.27,98.81,1834.67,Routine check completed. Parameters normal.,0
2026-08-05 17:45:00,MCH-103,56.96,4.69,106.79,1848.79,Routine check completed. Parameters normal.,0
2026-08-05 18:00:00,MCH-102,72.05,4.24,84.06,1755.36,Routine check completed. Parameters normal.,0
2026-08-05 18:15:00,MCH-104,71.73,4.52,106.42,2097.97,Routine check completed. Parameters normal.,0
2026-08-05 18:30:00,MCH-103,42.64,2.86,97.19,1479.82,Routine check completed. Parameters normal.,0
2026-08-05 18:45:00,MCH-103,74.35,2.34,114.79,1634.3,Routine check completed. Parameters normal.,0
2026-08-05 19:00:00,MCH-102,72.23,6.89,117.81,1779.35,Elevated sensor readings observed.,0
2026-08-05 19:15:00,MCH-101,83.35,3.23,138.84,1471.36,Elevated sensor readings observed.,0
2026-08-05 19:30:00,MCH-102,97.19,3.01,108.69,1764.83,Critical anomaly detected! Maintenance needed.,1
2026-08-05 19:45:00,MCH-101,88.52,1.27,104.89,2132.29,Elevated sensor readings observed.,0
2026-08-05 20:00:00,MCH-104,71.77,3.54,102.92,1804.18,Routine check completed. Parameters normal.,0
2026-08-05 20:15:00,MCH-103,61.72,2.52,94.7,1846.14,Routine check completed. Parameters normal.,0
2026-08-05 20:30:00,MCH-104,105.88,6.96,105.08,1547.97,Critical anomaly detected! Maintenance needed.,1
2026-08-05 20:45:00,MCH-101,75.71,6.01,95.57,1676.73,Elevated sensor readings observed.,0
2026-08-05 21:00:00,MCH-101,75.17,3.47,102.53,1724.96,Routine check completed. Parameters normal.,0
2026-08-05 21:15:00,MCH-104,74.71,7.88,119.76,1736.46,Critical anomaly detected! Maintenance needed.,1
2026-08-05 21:30:00,MCH-101,77.38,5.97,84.9,2056.33,Elevated sensor readings observed.,0
2026-08-05 21:45:00,MCH-104,73.27,4.01,117.1,1911.54,Routine check completed. Parameters normal.,0
2026-08-05 22:00:00,MCH-103,68.12,0.75,119.76,1577.71,Routine check completed. Parameters normal.,0
2026-08-05 22:15:00,MCH-104,68.44,7.94,98.23,1849.3,Critical anomaly detected! Maintenance needed.,1
2026-08-05 22:30:00,MCH-103,74.61,2.42,68.17,1899.64,Critical anomaly detected! Maintenance needed.,1
2026-08-05 22:45:00,MCH-104,68.48,2.03,90.88,2028.03,Routine check completed. Parameters normal.,0
2026-08-05 23:00:00,MCH-101,66.45,6.03,119.45,2116.11,Elevated sensor readings observed.,0
2026-08-05 23:15:00,MCH-104,76.28,8.16,99.66,1596.98,Critical anomaly detected! Maintenance needed.,1
2026-08-05 23:30:00,MCH-101,71.94,6.58,85.01,1637.83,Elevated sensor readings observed.,0
2026-08-05 23:45:00,MCH-104,93.05,5.35,92.43,1548.48,Critical anomaly detected! Maintenance needed.,1
2026-08-06 00:00:00,MCH-104,43.19,5.39,112.61,1753.2,Routine check completed. Parameters normal.,0
2026-08-06 00:15:00,MCH-102,88.1,5.78,108.2,1893.27,Elevated sensor readings observed.,0
2026-08-06 00:30:00,MCH-101,89.95,5.64,96.42,1997.47,Elevated sensor readings observed.,0
2026-08-06 00:45:00,MCH-102,50.12,4.92,94.5,1784.81,Routine check completed. Parameters normal.,0
2026-08-06 01:00:00,MCH-101,70.89,4.66,94.12,1736.03,Routine check completed. Parameters normal.,0
2026-08-06 01:15:00,MCH-102,70.54,4.41,86.16,1830.35,Routine check completed. Parameters normal.,0
2026-08-06 01:30:00,MCH-103,58.11,3.37,124.23,1632.97,Routine check completed. Parameters normal.,0
2026-08-06 01:45:00,MCH-104,65.67,4.08,95.17,2217.91,Routine check completed. Parameters normal.,0
2026-08-06 02:00:00,MCH-101,61.67,1.96,118.26,1478.47,Routine check completed. Parameters normal.,0
2026-08-06 02:15:00,MCH-101,96.03,4.35,122.82,1836.95,Critical anomaly detected! Maintenance needed.,1
2026-08-06 02:30:00,MCH-104,86.23,3.02,114.97,2204.72,Elevated sensor readings observed.,0
2026-08-06 02:45:00,MCH-101,90.26,2.84,93.53,1801.36,Elevated sensor readings observed.,0
2026-08-06 03:00:00,MCH-101,83.66,4.77,106.06,1761.99,Elevated sensor readings observed.,0
2026-08-06 03:15:00,MCH-102,61.45,6.59,99.64,1728.51,Elevated sensor readings observed.,0
2026-08-06 03:30:00,MCH-101,68.71,5.88,86.44,1763.92,Elevated sensor readings observed.,0
2026-08-06 03:45:00,MCH-103,80.87,2.14,104.87,2074.57,Routine check completed. Parameters normal.,0
2026-08-06 04:00:00,MCH-103,60.33,3.02,82.31,1357.63,Routine check completed. Parameters normal.,0
2026-08-06 04:15:00,MCH-104,83.56,5.91,117.82,2106.69,Elevated sensor readings observed.,0
2026-08-06 04:30:00,MCH-101,72.12,3.03,93.03,1515.21,Routine check completed. Parameters normal.,0
2026-08-06 04:45:00,MCH-104,70.5,4.16,103.02,1746.67,Routine check completed. Parameters normal.,0
